Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-09-11,158.42,158.74,156.22,158.37,8847928.0,0.0,1.0,146.59285770946857,146.8889675091595,144.55710283659377,146.5465905532669,8847928.0
2017-09-08,159.09,160.69,157.52,159.66,10088630.0,0.0,1.0,147.2128376025714,148.69338660102582,145.760048897838,147.74028318327078,10088630.0
2017-09-07,158.17,159.28,156.79,157.93,8264524.0,0.0,1.0,146.3615219284601,147.38865279613785,145.08454841729315,146.13943957869193,8264524.0
2017-09-06,154.86,157.03,154.145,156.56,8126012.0,0.0,1.0,143.29863618790753,145.3066307670613,142.6370158542232,144.87171949876534,8126012.0
2017-09-05,151.71,153.92,151.7,152.93,7512387.0,0.0,1.0,140.38380534720037,142.42881365131552,140.37455191596,141.51272395852186,7512387.0
2017-09-01,150.26,150.94,149.76,150.78,3383036.0,0.0,1.0,139.04205781735104,139.67129114169416,138.57938625533401,139.52323624184874,3383036.0
2017-08-31,150.61,150.925,149.85,149.87,6083340.0,0.0,1.0,139.36592791076296,139.65741099483367,138.66266713649708,138.68117399897778,6083340.0
2017-08-30,150.0,150.25,149.28,150.0,3640966.0,0.0,1.0,138.8014686051022,139.0328043861107,138.1352215557977,138.8014686051022,3640966.0
2017-08-29,150.07,150.9,149.03,149.84,5368178.0,0.89,1.0,138.86624262378456,139.63427741673283,137.90388577478922,138.65341370525675,5368178.0
2017-08-28,151.94,152.39,150.43,151.39,6843168.0,0.0,1.0,139.76646771297493,140.18041341832466,138.37744990169028,139.26053407310303,6843168.0
2017-08-25,148.51,150.53,148.4,149.65,3047971.0,0.0,1.0,136.61128155886473,138.46943783621245,136.51009483089038,137.6599440124174,3047971.0
2017-08-24,149.73,150.6,147.98,148.25,3735364.0,0.0,1.0,137.73353436003512,138.53382939037795,136.12374550589726,136.37211292910712,3735364.0
2017-08-23,148.58,149.48,147.4271,149.1,5235444.0,0.0,1.0,136.67567311303026,137.50356452372972,135.61514421592423,137.1540103725455,5235444.0
2017-08-22,149.29,150.58,149.29,149.91,3267404.0,0.0,1.0,137.3287874481376,138.51543180347355,137.3287874481376,137.89911264217503,3267404.0
2017-08-21,147.1,149.88,146.89,149.2,4222423.0,0.0,1.0,135.31425168210222,137.87151626181839,135.12107701960568,137.24599830706765,4222423.0
2017-08-18,149.61,149.61,146.96,147.49,6989147.0,0.0,1.0,137.62314883860856,137.62314883860856,135.18546857377123,135.67300462673867,6989147.0
2017-08-17,151.81,152.15,149.61,149.67,4460870.0,0.0,1.0,139.64688339809612,139.9596423754715,137.62314883860856,137.6783415993218,4460870.0
2017-08-16,151.45,152.95,151.16,152.25,6043303.0,0.0,1.0,139.31572683381634,140.69554585164877,139.04896182370206,140.05163030999364,6043303.0
2017-08-15,154.275,154.8,148.26,150.17,13528650.0,0.0,1.0,141.91438598406745,142.39732264030883,136.38131172255933,138.13828127193264,13528650.0
2017-08-14,156.04,156.05,153.56,154.26,6662484.0,0.0,1.0,143.53797302838365,143.54717182183586,141.25667225223398,141.90058779388912,6662484.0
2017-08-11,154.11,155.72,153.98,154.88,3650541.0,0.0,1.0,141.7626058921059,143.24361163791272,141.64302157722707,142.47091298792654,3650541.0
2017-08-10,155.19,155.98,153.88,153.88,4432313.0,0.0,1.0,142.75607558494525,143.48278026767034,141.5510336427049,141.5510336427049,4432313.0
2017-08-09,153.35,155.57,153.32,155.26,3844857.0,0.0,1.0,141.06349758973744,143.10562973612946,141.0359012093808,142.82046713911075,3844857.0
2017-08-08,153.32,154.2,153.08,153.35,3218945.0,0.0,1.0,141.0359012093808,141.84539503317583,140.8151301665276,141.06349758973744,3218945.0
2017-08-07,152.83,154.47,152.47,153.35,3833620.0,0.0,1.0,140.5851603302222,142.09376245638566,140.2540037659424,141.06349758973744,3833620.0
2017-08-04,151.01,152.75,150.8,152.75,3258581.0,0.0,1.0,138.91097992191882,140.51156998260447,138.7178052594223,140.51156998260447,3258581.0
2017-08-03,150.7,152.03,150.5,150.79,5146465.0,0.0,1.0,138.6258173249001,139.84925685404488,138.44184145585578,138.70860646597006,5146465.0
2017-08-02,149.94,150.86,149.92,150.5,3754192.0,0.0,1.0,137.92670902253167,138.7729980201356,137.90831143562724,138.44184145585578,3754192.0
2017-08-01,150.24,150.39,148.95,149.85,4110605.0,0.0,1.0,138.20267282609817,138.3406547278814,137.01602847076225,137.84391988146172,4110605.0
2017-07-31,148.0,149.98,147.54,149.6,5253318.0,0.0,1.0,136.14214309280172,137.96350419634052,135.71899859399974,137.61395004515632,5253318.0
2017-07-28,147.9,148.27,147.32,148.08,3421081.0,0.0,1.0,136.05015515827955,136.39051051601157,135.51662513805098,136.21573344041946,3421081.0
2017-07-27,146.18,147.86,145.89,147.73,5399029.0,0.0,1.0,134.46796268449833,136.0133599844707,134.20119767438405,135.89377566959186,5399029.0
2017-07-26,146.86,147.245,145.96,146.69,2835975.0,0.0,1.0,135.09348063924907,135.4476341871594,134.26558922854957,134.93710115056138,2835975.0
2017-07-25,145.74,147.4,145.28,146.97,5002381.0,0.0,1.0,134.0632157726008,135.59021548566872,133.64007127379887,135.19466736722342,5002381.0
2017-07-24,146.61,146.69,144.25,144.58,7294422.0,0.0,1.0,134.86351080294367,134.93710115056138,132.6925955482206,132.99615573214373,7294422.0
2017-07-21,147.03,147.46,146.13,146.65,9120167.0,0.0,1.0,135.24986012793673,135.64540824638203,134.42196871723726,134.90030597675252,9120167.0
2017-07-20,152.56,152.57,145.61,147.03,18258694.0,0.0,1.0,140.33679290701235,140.34599170046457,133.943631457722,135.24986012793673,18258694.0
2017-07-19,152.55,154.0,152.55,153.3,2808385.0,0.0,1.0,140.32759411356014,141.6614191641315,140.32759411356014,141.01750362247637,2808385.0
2017-07-18,153.75,153.86,151.98,152.17,3783567.0,0.0,1.0,141.4314493278261,141.53263605580048,139.8032628867838,139.9780399623759,3783567.0
2017-07-17,152.9,154.5,152.72,153.89,4166468.0,0.0,1.0,140.6495518843877,142.12135883674233,140.48397360224783,141.56023243615712,4166468.0
2017-07-14,153.22,153.67,151.82,152.88,3588205.0,0.0,1.0,140.94391327485863,141.35785898020836,139.65608219154834,140.63115429748328,3588205.0
2017-07-13,152.82,154.13,152.6,153.29,3287961.0,0.0,1.0,140.57596153676997,141.7810034790103,140.3735880808212,141.00830482902415,3287961.0
2017-07-12,151.46,153.14,151.09,152.59,4275878.0,0.0,1.0,139.32492562726856,140.8703229272409,138.98457026953656,140.36438928736902,4275878.0
2017-07-11,151.45,151.81,150.5,150.6,5641983.0,0.0,1.0,139.31572683381634,139.64688339809612,138.44184145585578,138.53382939037795,5641983.0
2017-07-10,152.22,152.26,151.0,151.18,5081101.0,0.0,1.0,140.024033929637,140.06082910344585,138.9017811284666,139.0673594106065,5081101.0
2017-07-07,152.04,152.87,151.9,152.23,3775383.0,0.0,1.0,139.8584556474971,140.62195550403106,139.72967253916607,140.0332327230892,3775383.0
2017-07-06,151.77,152.48,151.22,152.05,3408538.0,0.0,1.0,139.61008822428727,140.2632025593946,139.10415458441537,139.86765444094934,3408538.0
2017-07-05,154.01,154.295,151.46,152.69,4432537.0,0.0,1.0,141.67061795758372,141.93278357097188,139.32492562726856,140.45637722189116,4432537.0
2017-07-03,154.39,154.79,153.71,154.01,1658535.0,0.0,1.0,142.02017210876792,142.3881238468566,141.39465415401725,141.67061795758372,1658535.0
2017-06-30,152.51,154.0,152.27,153.4,3640801.0,0.0,1.0,140.29079893975126,141.6614191641315,140.0700278968981,141.10949155699853,3640801.0
2017-06-29,152.77,153.0,151.52,152.16,2855395.0,0.0,1.0,140.5299675695089,140.74153981890987,139.38011838798187,139.9688411689237,2855395.0
2017-06-28,152.75,153.45,152.36,153.23,5084618.0,0.0,1.0,140.51156998260447,141.1554855242596,140.15281703796805,140.95311206831084,5084618.0
2017-06-27,151.06,153.25,150.75,152.24,4567125.0,0.0,1.0,138.95697388917992,140.97150965521527,138.6718112921612,140.04243151654146,4567125.0
2017-06-26,151.67,151.97,151.13,151.42,4128535.0,0.0,1.0,139.5181002897651,139.7940640933316,139.02136544334542,139.28813045345967,4128535.0
2017-06-23,155.16,155.23,150.91,151.31,11422231.0,0.0,1.0,142.7284792045886,142.7928707587541,138.81899198739666,139.18694372548532,11422231.0
2017-06-22,156.44,157.07,155.47,155.48,3347363.0,0.0,1.0,143.90592476647228,144.48544875396192,143.01364180160732,143.0228405950595,3347363.0
2017-06-21,157.91,158.53,156.43,156.59,4071298.0,0.0,1.0,145.2581474039481,145.8284725979855,143.8967259730201,144.04390666825554,4071298.0
2017-06-20,158.73,159.2242,157.6,157.67,4201226.0,0.0,1.0,146.01244846702983,146.46705283943837,144.9729848069294,145.03737636109489,4201226.0
2017-06-19,156.91,159.03,156.39,158.81,5195484.0,0.0,1.0,144.33826805872647,146.28841227059633,143.8599307992112,146.08603881464757,5195484.0
2017-06-16,156.25,156.69,155.41,156.64,9105408.0,0.0,1.0,143.7311476908802,144.1358946027777,142.958449040894,144.0899006355166,9105408.0
2017-06-15,156.13,157.27,154.92,156.77,3972260.0,0.0,1.0,143.62076216945357,144.66942462300625,142.5077081617354,144.20948495039545,3972260.0
2017-06-14,154.5,157.28,153.96,156.76,5999411.0,0.0,1.0,142.12135883674233,144.67862341645846,141.62462399032265,144.2002861569432,5999411.0
2017-06-13,152.31,154.04,152.06,153.99,3753767.0,0.0,1.0,140.10682307070695,141.69821433794036,139.87685323440155,141.6522203706793,3753767.0
2017-06-12,152.8,153.3,151.73,152.18,4473919.0,0.0,1.0,140.55756394986557,141.01750362247637,139.57329305047838,139.98723875582814,4473919.0
2017-06-09,154.0,154.0,152.78,152.96,4705349.0,0.0,1.0,141.6614191641315,141.6614191641315,140.5391663629611,140.70474464510102,4705349.0
2017-06-08,155.16,155.2335,153.3801,153.5,4041556.0,0.0,1.0,142.7284792045886,142.79609033646238,141.0911859580286,141.2014794915207,4041556.0
2017-06-07,154.69,155.3,154.35,154.96,3158964.0,0.0,1.0,142.29613591233442,142.85726231291963,141.98337693495907,142.54450333554428,3158964.0
2017-06-06,154.44,154.66,153.65,154.2,3260265.0,0.0,1.0,142.06616607602902,142.26853953197778,141.33946139330394,141.84539503317583,3260265.0
2017-06-05,155.53,155.62,154.23,154.79,2651789.0,0.0,1.0,143.0688345623206,143.15162370339056,141.87299141353247,142.3881238468566,2651789.0
2017-06-02,154.79,155.86,154.42,155.35,3485310.0,0.0,1.0,142.3881238468566,143.37239474624377,142.0477684891246,142.9032562801807,3485310.0
2017-06-01,153.52,155.16,152.74,155.15,3384233.0,0.0,1.0,141.21987707842513,142.7284792045886,140.50237118915226,142.7192804111364,3384233.0
2017-05-31,154.36,154.38,153.28,153.51,7158383.0,0.0,1.0,141.9925757284113,142.01097331531574,140.99910603557194,141.2106782849729,7158383.0
2017-05-30,154.0,154.56,153.52,153.88,3504291.0,0.89,1.0,141.6614191641315,142.1765515974556,141.21987707842513,141.5510336427049,3504291.0
2017-05-26,156.1,156.42,154.64,154.9,4284660.0,0.0,1.0,142.76743782145272,143.06010649603866,141.43213699365438,141.66993029175546,4284660.0
2017-05-25,156.2,156.69,155.35,156.46,3110736.0,0.0,1.0,142.8588967822608,143.30704569022055,142.08149561539193,143.09669008036192,3110736.0
2017-05-24,154.7,155.43,153.29,155.0,4592587.0,0.0,1.0,141.48701237013924,142.15466278403844,140.19744102274495,141.76138925256356,4592587.0
2017-05-23,155.91,156.43,154.68,154.83,4640854.0,0.0,1.0,142.59366579591733,143.0692523921195,141.46872057797765,141.6059090191898,4640854.0
2017-05-22,156.49,157.0,155.8,155.96,3800660.0,0.0,1.0,143.12412776860435,143.59056846872568,142.49306093902842,142.63939527632138,3800660.0
2017-05-19,156.04,156.74,155.32,156.3,4781806.0,0.0,1.0,142.71256244496786,143.35277517062462,142.0540579271495,142.95035574306894,4781806.0
2017-05-18,155.48,156.665,155.24,155.7,4858557.0,0.0,1.0,142.20039226444246,143.2841809500185,141.98089075850302,142.4016019782203,4858557.0
2017-05-17,157.08,157.3,155.89,156.09,5936974.0,0.0,1.0,143.66373563737218,143.86494535115,142.57537400375568,142.7582919253719,5936974.0
2017-05-16,160.11,160.86,158.05,158.26,10120878.0,0.0,1.0,146.43494214985776,147.12088435591858,144.55088755721079,144.7429513749078,10120878.0
2017-05-15,157.28,157.84,156.66,157.33,6045540.0,0.0,1.0,143.84665355898838,144.35882373951378,143.27960800197812,143.89238303939243,6045540.0
2017-05-12,156.39,157.2,155.75,156.92,2926365.0,0.0,1.0,143.03266880779623,143.77348639034187,142.44733145862435,143.51740130007917,2926365.0
2017-05-11,157.35,157.7,155.33,156.2,3929068.0,0.0,1.0,143.91067483155405,144.23078119438242,142.06320382323034,142.8588967822608,3929068.0
2017-05-10,157.52,158.15,157.3,158.13,2617601.0,0.0,1.0,144.06615506492784,144.64234651801888,143.86494535115,144.62405472585726,2617601.0
2017-05-09,157.04,157.74,156.29,157.68,3004377.0,0.0,1.0,143.62715205304892,144.26736477870566,142.94120984698813,144.2124894022208,3004377.0
2017-05-08,155.85,157.16,155.49,156.89,3184576.0,0.0,1.0,142.53879041943244,143.73690280601863,142.2095381605233,143.48996361183674,3184576.0
2017-05-05,155.34,155.75,154.09,155.73,2500636.0,0.0,1.0,142.07234971931112,142.44733145862435,140.92911270920982,142.42903966646273,2500636.0
2017-05-04,155.46,155.64,154.26,154.86,3793067.0,0.0,1.0,142.18210047228087,142.34672660173544,141.08459294258358,141.63334670743222,3793067.0
2017-05-03,155.16,155.39,154.59,155.0,2445464.0,0.0,1.0,141.90772358985654,142.11807919971517,141.38640751325033,141.76138925256356,2445464.0
2017-05-02,154.49,155.16,153.76,154.95,3295105.0,0.0,1.0,141.29494855244224,141.90772358985654,140.62729813854304,141.7156597721595,3295105.0
2017-05-01,156.22,156.27,154.21,154.21,3152949.0,0.0,1.0,142.87718857442246,142.9229180548265,141.03886346217953,141.03886346217953,3152949.0
2017-04-28,156.01,156.25,154.102,156.1,4983041.0,0.0,1.0,142.68512475672543,142.9046262626649,140.94008778450677,142.76743782145272,4983041.0
2017-04-27,154.69,156.27,153.89,156.12,5881432.0,0.0,1.0,141.47786647405843,142.9229180548265,140.7461947875936,142.78572961361436,5881432.0
2017-04-26,153.11,154.8076,152.4,154.22,5120177.0,0.0,1.0,140.03281489329038,141.5854222119688,139.38345627155283,141.04800935826034,5120177.0
2017-04-25,152.79,154.65,152.79,153.03,5496453.0,0.0,1.0,139.74014621870444,141.4412828897352,139.74014621870444,139.9596477246439,5496453.0
2017-04-24,151.08,152.0601,150.85,151.89,5077174.0,0.0,1.0,138.17619798888583,139.07258726376608,137.96584237902718,138.91701557143148,5077174.0
2017-04-21,148.49,150.146,148.4,150.0,5019927.0,0.0,1.0,135.8074109039559,137.32197129493812,135.7250978392286,137.1884412121583,5019927.0
2017-04-20,147.66,149.05,147.44,148.72,3700195.0,0.0,1.0,135.04830152924862,136.31958108448129,134.84709181547078,136.01776651381454,3700195.0
2017-04-19,147.93,148.4,147.02,147.22,3460975.0,0.0,1.0,135.2952407234305,135.7250978392286,134.46296418007677,134.64588210169296,3460975.0
2017-04-18,147.06,148.18,146.77,147.76,2969413.0,0.0,1.0,134.49954776439998,135.52388812545078,134.2343167780565,135.13976049005672,2969413.0
2017-04-17,145.9,147.31,145.76,147.31,3467650.0,0.0,1.0,133.43862381902596,134.72819516642025,133.3105812738946,134.72819516642025,3467650.0
2017-04-13,146.42,147.01,145.87,145.91,2346886.0,0.0,1.0,133.9142104152281,134.45381828399593,133.41118613078353,133.44776971510677,2346886.0
2017-04-12,147.42,147.57,146.367,146.54,4445599.0,0.0,1.0,134.82880002330916,134.96598846452133,133.8657371659998,134.02396116819784,4445599.0
2017-04-11,147.91,148.65,147.1,148.2,2844794.0,0.0,1.0,135.2769489312689,135.95374524124887,134.53613134872322,135.54217991761237,2844794.0
2017-04-10,146.96,148.995,146.75,148.21,5044458.0,0.0,1.0,134.40808880359188,136.26927865603685,134.21602498589485,135.5513258136932,5044458.0
2017-04-07,147.1,147.8,146.9,147.13,2869120.0,0.0,1.0,134.53613134872322,135.17634407437998,134.35321342710702,134.56356903696565,2869120.0
2017-04-06,147.04,147.96,147.0,147.24,2699679.0,0.0,1.0,134.48125597223836,135.32267841167294,134.44467238791512,134.66417389385458,2699679.0
